draft_group,draftableId,firstName,lastName,displayName,shortName,playerId,playerDkId,position,rosterSlotId,salary,status,isSwappable,isDisabled,newsStatus,playerImage50,playerImage160,altPlayerImage50,altPlayerImage160,competition.competitionId,competition.name,competition.nameDisplay.value,competition.nameDisplay.value.1,competition.nameDisplay.value.2,competition.nameDisplay.isEmphasized,competition.startTime,competitions.competitionId,competitions.name,competitions.nameDisplay.value,competitions.nameDisplay.value.1,competitions.nameDisplay.value.2,competitions.nameDisplay.isEmphasized,competitions.startTime,draftStatAttributes.id,draftStatAttributes.value,draftStatAttributes.sortValue,draftStatAttributes.id.1,draftStatAttributes.value.1,draftStatAttributes.sortValue.1,draftStatAttributes.quality,teamId,teamAbbreviation,playerGameHash
61262,20737110,Lonnie,Walker IV,Lonnie Walker IV,L. Walker IV,1060928,33365,SG/SF,459,4300,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33365.png,https://dkn.gs/sports/images/nba/players/160/33365.png,"","",5774031,SAS @ LAL,SAS, @ ,LAL,TRUE,2021-12-24T03:30:00.0000000Z,5774031,SAS @ LAL,SAS, @ ,LAL,TRUE,2021-12-24T03:30:00.0000000Z,219,20.2,20.2,-2,18th,18,Medium,24,SAS,1060928-5774031
61262,20737115,Chaundee,Brown Jr.,Chaundee Brown Jr.,C. Brown Jr.,1060954,591153,SF,460,3000,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/591153.png,https://dkn.gs/sports/images/nba/players/160/591153.png,"","",5774031,SAS @ LAL,SAS, @ ,LAL,TRUE,2021-12-24T03:30:00.0000000Z,5774031,SAS @ LAL,SAS, @ ,LAL,TRUE,2021-12-24T03:30:00.0000000Z,219,2.0,2.0,-2,11th,11,Medium,13,LAL,1060954-5774031
61262,20737118,Ja,Morant,Ja Morant,J. Morant,1065906,33147,PG,458,8600,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33147.png,https://dkn.gs/sports/images/nba/players/160/33147.png,"","",5772741,MEM @ GSW,MEM, @ ,GSW,TRUE,2021-12-24T03:00:00.0000000Z,5772741,MEM @ GSW,MEM, @ ,GSW,TRUE,2021-12-24T03:00:00.0000000Z,219,44.3,44.3,-2,19th,19,Medium,29,MEM,1065906-5772741
61262,20737121,Jordan,Poole,Jordan Poole,J. Poole,1067671,33061,PG/SG,458,6200,OUT,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33061.png,https://dkn.gs/sports/images/nba/players/160/33061.png,"","",5772741,MEM @ GSW,MEM, @ ,GSW,TRUE,2021-12-24T03:00:00.0000000Z,5772741,MEM @ GSW,MEM, @ ,GSW,TRUE,2021-12-24T03:00:00.0000000Z,219,29.9,29.9,-2,7th,7,Low,9,GSW,1067671-5772741
61262,20737125,Yves,Pons,Yves Pons,Y. Pons,1077502,592422,SF,460,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/592422.png,https://dkn.gs/sports/images/nba/players/160/592422.png,"","",5772741,MEM @ GSW,MEM, @ ,GSW,TRUE,2021-12-24T03:00:00.0000000Z,5772741,MEM @ GSW,MEM, @ ,GSW,TRUE,2021-12-24T03:00:00.0000000Z,219,1.8,1.8,-2,23rd,23,High,29,MEM,1077502-5772741
61262,20737128,Jaren,Jackson Jr.,Jaren Jackson Jr.,J. Jackson Jr.,1078662,33142,PF/C,461,6900,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33142.png,https://dkn.gs/sports/images/nba/players/160/33142.png,"","",5772741,MEM @ GSW,MEM, @ ,GSW,TRUE,2021-12-24T03:00:00.0000000Z,5772741,MEM @ GSW,MEM, @ ,GSW,TRUE,2021-12-24T03:00:00.0000000Z,219,30.0,30.0,-2,14th,14,Medium,29,MEM,1078662-5772741
61262,20737132,Xavier,Tillman,Xavier Tillman,X. Tillman,1078665,527253,C,462,3300,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/527253.png,https://dkn.gs/sports/images/nba/players/160/527253.png,"","",5772741,MEM @ GSW,MEM, @ ,GSW,TRUE,2021-12-24T03:00:00.0000000Z,5772741,MEM @ GSW,MEM, @ ,GSW,TRUE,2021-12-24T03:00:00.0000000Z,219,14.3,14.3,-2,1st,1,Low,29,MEM,1078665-5772741
61262,20737134,Jarrett,Culver,Jarrett Culver,J. Culver,1078671,33204,SG/SF,459,3000,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33204.png,https://dkn.gs/sports/images/nba/players/160/33204.png,"","",5772741,MEM @ GSW,MEM, @ ,GSW,TRUE,2021-12-24T03:00:00.0000000Z,5772741,MEM @ GSW,MEM, @ ,GSW,TRUE,2021-12-24T03:00:00.0000000Z,219,8.9,8.9,-2,19th,19,Medium,29,MEM,1078671-5772741
61262,20737139,Tre,Jones,Tre Jones,T. Jones,1132030,527244,PG,458,3300,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/527244.png,https://dkn.gs/sports/images/nba/players/160/527244.png,"","",5774031,SAS @ LAL,SAS, @ ,LAL,TRUE,2021-12-24T03:30:00.0000000Z,5774031,SAS @ LAL,SAS, @ ,LAL,TRUE,2021-12-24T03:30:00.0000000Z,219,9.3,9.3,-2,30th,30,High,24,SAS,1132030-5774031
61262,20737142,Devin,Vassell,Devin Vassell,D. Vassell,1132051,527223,SF/PF,460,3900,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/527223.png,https://dkn.gs/sports/images/nba/players/160/527223.png,"","",5774031,SAS @ LAL,SAS, @ ,LAL,TRUE,2021-12-24T03:30:00.0000000Z,5774031,SAS @ LAL,SAS, @ ,LAL,TRUE,2021-12-24T03:30:00.0000000Z,219,22.0,22.0,-2,18th,18,Medium,24,SAS,1132051-5774031
