contest_name,crownAmount,gameType,id,entry_fee,entry_max,prizeAmount,start_time,total_entries,max_total_entries,draft_group
NBA $175K Fadeaway [$50K to 1st] (Night),8250,Classic,118534924,15,150,175000,Wed 10:00PM,8464,13725,59559
NBA Showdown $150K Fadeaway [$50K to 1st] (DAL vs PHX),8250,Showdown Captain Mode,118535128,15,150,150000,Wed 10:00PM,7815,11764,59564
NBA $50K SLAM Jam [$10K to 1st] (Night),122100,Classic,118534922,222,7,50000,Wed 10:00PM,148,250,59559
NBA $26K Jab Step [$5K to 1st] (Night),3300,Classic,118534923,6,150,26000,Wed 10:00PM,3338,5098,59559
NBA Showdown $26K Jab Step [$5K to 1st] (DAL vs PHX),3300,Showdown Captain Mode,118535130,6,150,26000,Wed 10:00PM,3367,5098,59564
NBA Showdown $20K Slam Jam [3 Entry Max] (DAL vs PHX),122100,Showdown Captain Mode,118535129,222,3,20000,Wed 10:00PM,47,100,59564
NBA $17.5K And-One (Night),550,Classic,118515683,1,20,17500,Wed 10:00PM,13779,20808,59559
NBA $10K Showtime [Single Entry] (Night),55000,Classic,118515688,100,1,10000,Wed 10:00PM,48,111,59559
NBA Tiers $12K Zone [$2K to 1st] (Night),2750,Tiers,118515713,5,85,12000,Wed 10:00PM,1862,2853,59560
NBA Tiers $1.5K Sharpshooter (Night),1650,Tiers,118515710,3,17,1500,Wed 10:00PM,333,594,59560
NBA Showdown $12.5K And-One (DAL vs PHX),550,Showdown Captain Mode,118515723,1,20,12500,Wed 10:00PM,10748,14863,59564
NBA Showdown $6K All-Star [Single Entry] (DAL vs PHX),583000,Showdown Captain Mode,118515720,1060,1,6000,Wed 10:00PM,3,6,59564
NBA Showdown $5K High Five [Single Entry] (DAL vs PHX),2750,Showdown Captain Mode,118515726,5,1,5000,Wed 10:00PM,697,1189,59564
NBA Showdown $3K Ankle Breaker [2 Entry Max] (DAL vs PHX),27500,Showdown Captain Mode,118515717,50,2,3000,Wed 10:00PM,31,68,59564
NBA Showdown $3K Triple Threat [3 Entry Max] (DAL vs PHX),18150,Showdown Captain Mode,118515721,33,3,3000,Wed 10:00PM,69,106,59564
NBA $10K Four Point Play [20 Entry Max] (Night),2200,Classic,118515680,4,20,10000,Wed 10:00PM,1788,2972,59559
NBA $8K High Five [Single Entry] (Night),2750,Classic,118515695,5,1,8000,Wed 10:00PM,1112,1902,59559
NBA $17K Courtside Special [Single Entry] (Night),825000,Classic,118534921,1500,1,17000,Wed 10:00PM,10,12,59559
NBA $10K Triple Threat (Night),18150,Classic,118515675,33,10,10000,Wed 10:00PM,235,353,59559
NBA $4K Ankle Breaker [2 Entry Max] (Night),27500,Classic,118515672,50,2,4000,Wed 10:00PM,49,90,59559
NBA $400K Fadeaway [$100K to 1st],8250,Classic,118617041,15,150,4e+05,Thu 7:30PM,169,31372,59601
NBA $300K Alley Oop [$100K to 1st],305250,Classic,118617037,555,18,3e+05,Thu 7:30PM,18,600,59601
NBA $80K Four Point Play [20 Entry Max],2200,Classic,118617038,4,20,80000,Thu 7:30PM,82,23781,59601
NBA $100K Rotation Player [$20K to 1st],36300,Classic,118617042,66,51,1e+05,Thu 7:30PM,51,1721,59601
NBA $100K Putback Dunk [4 Entry Max],137500,Classic,118617040,250,4,1e+05,Thu 7:30PM,4,444,59601
NBA In-Game $6K Pull Up Jumper [$2K to 1st] (2H DAL vs PHX),5500,In-Game Showdown (H2),118515730,10,21,6000,Wed 11:00PM,36,705,59562
NBA In-Game $1.9K Posterizer [Single Entry] (2H DAL vs PHX),82500,In-Game Showdown (H2),118515727,150,1,1900,Wed 11:00PM,1,14,59562
NBA In-Game $500 Ankle Breaker [Single Entry] (2H DAL vs PHX),27500,In-Game Showdown (H2),118515729,50,1,500,Wed 11:00PM,4,11,59562
NBA In-Game $1.35K 3-Ball [Single Entry] (2H DAL vs PHX),165000,In-Game Showdown (H2),118515728,300,1,1350,Wed 11:00PM,1,5,59562
NBA In-Game $500 And-One (2H DAL vs PHX),550,In-Game Showdown (H2),118515732,1,17,500,Wed 11:00PM,95,594,59562
NBA Showdown $5K Sharpshooter [20 Entry Max] (DAL vs PHX),1650,Showdown Captain Mode,118515722,3,20,5000,Wed 10:00PM,1242,1981,59564
NBA Showdown $4K Showtime [Single Entry] (DAL vs PHX),55000,Showdown Captain Mode,118515724,100,1,4000,Wed 10:00PM,28,44,59564
NBA Showdown Satellite to $895 FBWC Qualifier (DAL vs PHX),50600,Showdown Captain Mode,118518400,92,1,895,Wed 10:00PM,1,11,59564
 NBA Showdown Satellite to NBA $888 Mega 8's Special (12-1) (DAL vs PHX),49500,Showdown Captain Mode,118518418,90,1,888,Wed 10:00PM,3,11,59564
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (DAL vs PHX),484000,Showdown Captain Mode,118517267,880,1,2500,Wed 10:00PM,0,3,59564
NBA Tiers $4K And-One (Night),550,Tiers,118515714,1,20,4000,Wed 10:00PM,3574,4756,59560
NBA Tiers $1K Ankle Breaker [Single Entry] (Night),27500,Tiers,118515709,50,1,1000,Wed 10:00PM,13,22,59560
NBA Tiers $1.5K Posterizer [Single Entry] (Night),82500,Tiers,118515711,150,1,1500,Wed 10:00PM,9,11,59560
NBA Tiers $750 Pick and Roll [Single Entry] (Night),6600,Tiers,118515716,12,1,750,Wed 10:00PM,55,73,59560
NBA Tiers $200 Quarter Jukebox (Night),138,Tiers,118619328,0,20,200,Wed 10:00PM,67,951,59560
NBA Tiers $1.25K Quarter Jukebox [Just $0.25!] (Night),138,Tiers,118515715,0,20,1250,Wed 10:00PM,5302,5945,59560
NBA Showdown $3K 3-Ball [Single Entry] (DAL vs PHX),165000,Showdown Captain Mode,118515719,300,1,3000,Wed 10:00PM,6,11,59564
NBA Showdown $2K Pick and Roll [Single Entry] (DAL vs PHX),6600,Showdown Captain Mode,118515725,12,1,2000,Wed 10:00PM,123,196,59564
NBA Showdown $400 Quarter Jukebox [Just $0.25!] (DAL vs PHX),138,Showdown Captain Mode,118617766,0,20,400,Wed 10:00PM,419,1902,59564
NBA Showdown $2K Quarter Jukebox [Just $0.25!] (DAL vs PHX),138,Showdown Captain Mode,118515718,0,20,2000,Wed 10:00PM,9218,9512,59564
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (DAL vs PHX),484000,Showdown Captain Mode,118517268,880,1,2500,Wed 10:00PM,0,3,59564
NBA $15K Showtime [Single Entry],55000,Classic,118600738,100,1,15000,Thu 7:30PM,1,166,59601
NBA $40K Showtime [Single Entry],55000,Classic,118600737,100,1,40000,Thu 7:30PM,2,444,59601
NBA $15K Mid Range Jumper [Single Entry],22000,Classic,118600740,40,1,15000,Thu 7:30PM,4,437,59601
NBA $30K Mid Range Jumper [Single Entry],22000,Classic,118600739,40,1,30000,Thu 7:30PM,1,874,59601
NBA Single Entry $5 Double Up,2750,Classic,118600758,5,1,10000,Thu 7:30PM,9,2298,59601
NBA GIANT Single Entry $25 Double Up,13750,Classic,118600763,25,1,20000,Thu 7:30PM,4,919,59601
NBA $5 Double Up,2750,Classic,118600759,5,55,8000,Thu 7:30PM,56,1839,59601
NBA $25 Double Up,13750,Classic,118600754,25,6,5000,Thu 7:30PM,6,229,59601
NBA Single Entry $10 Double Up,5500,Classic,118600756,10,1,12000,Thu 7:30PM,4,1379,59601
NBA Tiers $25K Zone [$5K to 1st],2750,Tiers,118600776,5,150,25000,Thu 7:30PM,69,5945,59603
NBA Tiers $6K And-One,550,Tiers,118600780,1,20,6000,Thu 7:30PM,175,7134,59603
NBA Tiers $2K High Five [Single Entry] ,2750,Tiers,118600786,5,1,2000,Thu 7:30PM,8,475,59603
NBA Tiers $2.5K Hot Shot [3 Entry Max],1650,Tiers,118600778,3,3,2500,Thu 7:30PM,16,990,59603
NBA Tiers $2.2K Posterizer [Single Entry],82500,Tiers,118600772,150,1,2200,Thu 7:30PM,0,16,59603
NBA Single Entry $5 Double Up (Night),2750,Classic,118515706,5,1,1000,Wed 10:00PM,162,229,59559
NBA Single Entry $25 Double Up (Night),13750,Classic,118515698,25,1,2000,Wed 10:00PM,57,91,59559
NBA Single Entry $10 Double Up (Night),5500,Classic,118515703,10,1,1000,Wed 10:00PM,86,114,59559
NBA $2500 MEGA Millionaire Satellite (Night),137500,Classic,118519155,250,1,2500,Wed 10:00PM,3,11,59559
NBA Satellite to $895 FBWC Qualifier (Night),50600,Classic,118518326,92,1,895,Wed 10:00PM,2,11,59559
 NBA Satellite to NBA $888 Mega 8's Special (12-1) (Night),49500,Classic,118518344,90,1,888,Wed 10:00PM,4,11,59559
NBA $5K Pick and Roll [Single Entry] (Night),6600,Classic,118515691,12,1,5000,Wed 10:00PM,245,490,59559
NBA $3K 3-Ball [Single Entry] (Night),165000,Classic,118515667,300,1,3000,Wed 10:00PM,7,11,59559
NBA $3K Quarter Jukebox [Just $0.25!] (Night),138,Classic,118515685,0,20,3000,Wed 10:00PM,10769,14268,59559
