draft_group,draftableId,firstName,lastName,displayName,shortName,playerId,playerDkId,position,rosterSlotId,salary,status,isSwappable,isDisabled,newsStatus,playerImage50,playerImage160,altPlayerImage50,altPlayerImage160,competition.competitionId,competition.name,competition.nameDisplay.value,competition.nameDisplay.value.1,competition.nameDisplay.value.2,competition.nameDisplay.isEmphasized,competition.startTime,competitions.competitionId,competitions.name,competitions.nameDisplay.value,competitions.nameDisplay.value.1,competitions.nameDisplay.value.2,competitions.nameDisplay.isEmphasized,competitions.startTime,draftStatAttributes.id,draftStatAttributes.value,draftStatAttributes.sortValue,draftStatAttributes.id.1,draftStatAttributes.value.1,draftStatAttributes.sortValue.1,draftStatAttributes.quality,teamId,teamAbbreviation,playerGameHash,playerGameAttributes.id,playerGameAttributes.value
61642,20849089,Isaiah,Hartenstein,Isaiah Hartenstein,I. Hartenstein,1057004,33079,C,462,4500,OUT,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33079.png,https://dkn.gs/sports/images/nba/players/160/33079.png,"","",5774115,MIN @ LAC,MIN, @ ,LAC,TRUE,2022-01-04T03:30:00.0000000Z,5774115,MIN @ LAC,MIN, @ ,LAC,TRUE,2022-01-04T03:30:00.0000000Z,219,20.1,20.1,-2,13th,13,Medium,12,LAC,1057004-5774115,,
61642,20849091,Moses,Wright,Moses Wright,M. Wright,1060920,592433,C,462,3000,OUT,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/592433.png,https://dkn.gs/sports/images/nba/players/160/592433.png,"","",5774115,MIN @ LAC,MIN, @ ,LAC,TRUE,2022-01-04T03:30:00.0000000Z,5774115,MIN @ LAC,MIN, @ ,LAC,TRUE,2022-01-04T03:30:00.0000000Z,219,1.5,1.5,-2,13th,13,Medium,12,LAC,1060920-5774115,,
61642,20849093,Chaundee,Brown Jr.,Chaundee Brown Jr.,C. Brown Jr.,1060954,591153,SF,460,3600,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/591153.png,https://dkn.gs/sports/images/nba/players/160/591153.png,"","",5777715,ATL @ POR,ATL, @ ,POR,TRUE,2022-01-04T03:00:00.0000000Z,5777715,ATL @ POR,ATL, @ ,POR,TRUE,2022-01-04T03:00:00.0000000Z,219,12.7,12.7,-2,30th,30,High,1,ATL,1060954-5777715,,
61642,20849096,Marcus,Garrett,Marcus Garrett,M. Garrett,1060962,591165,SG,459,3300,OUT,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/591165.png,https://dkn.gs/sports/images/nba/players/160/591165.png,"","",5772789,MIA @ GSW,MIA, @ ,GSW,TRUE,2022-01-04T03:00:00.0000000Z,5772789,MIA @ GSW,MIA, @ ,GSW,TRUE,2022-01-04T03:00:00.0000000Z,219,5.6,5.6,-2,2nd,2,Low,14,MIA,1060962-5772789,,
61642,20849099,Trae,Young,Trae Young,T. Young,1060978,32850,PG,458,11100,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/32850.png,https://dkn.gs/sports/images/nba/players/160/32850.png,"","",5777715,ATL @ POR,ATL, @ ,POR,TRUE,2022-01-04T03:00:00.0000000Z,5777715,ATL @ POR,ATL, @ ,POR,TRUE,2022-01-04T03:00:00.0000000Z,219,48.7,48.7,-2,27th,27,High,1,ATL,1060978-5777715,,
61642,20849102,McKinley,Wright IV,McKinley Wright IV,M. Wright IV,1061526,591857,PG,458,3000,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/591857.png,https://dkn.gs/sports/images/nba/players/160/591857.png,"","",5774115,MIN @ LAC,MIN, @ ,LAC,TRUE,2022-01-04T03:30:00.0000000Z,5774115,MIN @ LAC,MIN, @ ,LAC,TRUE,2022-01-04T03:30:00.0000000Z,219,3.0,3.0,-2,24th,24,High,16,MIN,1061526-5774115,,
61642,20849105,KZ,Okpala,KZ Okpala,K. Okpala,1061544,33165,PF,461,3500,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33165.png,https://dkn.gs/sports/images/nba/players/160/33165.png,"","",5772789,MIA @ GSW,MIA, @ ,GSW,TRUE,2022-01-04T03:00:00.0000000Z,5772789,MIA @ GSW,MIA, @ ,GSW,TRUE,2022-01-04T03:00:00.0000000Z,219,8.3,8.3,-2,15th,15,Medium,14,MIA,1061544-5772789,,
61642,20849108,Isaiah,Miller,Isaiah Miller,I. Miller,1066709,591855,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/players/50/591855.png,https://dkn.gs/sports/images/nba/players/160/591855.png,"","",5774115,MIN @ LAC,MIN, @ ,LAC,TRUE,2022-01-04T03:30:00.0000000Z,5774115,MIN @ LAC,MIN, @ ,LAC,TRUE,2022-01-04T03:30:00.0000000Z,-2,24th,24,219,-,"",High,16,MIN,1066709-5774115,,
61642,20849112,Jordan,Poole,Jordan Poole,J. Poole,1067671,33061,PG/SG,458,5900,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33061.png,https://dkn.gs/sports/images/nba/players/160/33061.png,"","",5772789,MIA @ GSW,MIA, @ ,GSW,TRUE,2022-01-04T03:00:00.0000000Z,5772789,MIA @ GSW,MIA, @ ,GSW,TRUE,2022-01-04T03:00:00.0000000Z,219,29.3,29.3,-2,24th,24,High,9,GSW,1067671-5772789,,
61642,20849116,Jarred,Vanderbilt,Jarred Vanderbilt,J. Vanderbilt,1067852,33027,PF/C,461,4900,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33027.png,https://dkn.gs/sports/images/nba/players/160/33027.png,"","",5774115,MIN @ LAC,MIN, @ ,LAC,TRUE,2022-01-04T03:30:00.0000000Z,5774115,MIN @ LAC,MIN, @ ,LAC,TRUE,2022-01-04T03:30:00.0000000Z,219,22.8,22.8,-2,22nd,22,High,16,MIN,1067852-5774115,,
