draft_group,draftableId,firstName,lastName,displayName,shortName,playerId,playerDkId,position,rosterSlotId,salary,status,isSwappable,isDisabled,newsStatus,playerImage50,playerImage160,altPlayerImage50,altPlayerImage160,competition.competitionId,competition.name,competition.nameDisplay.value,competition.nameDisplay.isEmphasized,competition.nameDisplay.value.1,competition.nameDisplay.value.2,competition.startTime,competitions.competitionId,competitions.name,competitions.nameDisplay.value,competitions.nameDisplay.isEmphasized,competitions.nameDisplay.value.1,competitions.nameDisplay.value.2,competitions.startTime,draftStatAttributes.id,draftStatAttributes.value,draftStatAttributes.sortValue,draftStatAttributes.id.1,draftStatAttributes.value.1,draftStatAttributes.sortValue.1,draftStatAttributes.quality,teamId,teamAbbreviation,playerGameHash,playerGameAttributes.id,playerGameAttributes.value
62855,21132340,Yogi,Ferrell,Yogi Ferrell,Y. Ferrell,698635,33342,PG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33342.png,https://dkn.gs/sports/images/nba/players/160/33342.png,"","",5776341,LAC @ ORL,LAC,TRUE, @ ,ORL,2022-01-27T00:00:00.0000000Z,5776341,LAC @ ORL,LAC,TRUE, @ ,ORL,2022-01-27T00:00:00.0000000Z,-2,11th,11,219,-,"",Medium,12,LAC,698635-5776341,,
62855,21132568,Kris,Dunn,Kris Dunn,K. Dunn,698968,32966,PG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/32966.png,https://dkn.gs/sports/images/nba/players/160/32966.png,"","",5777241,MEM @ SAS,MEM,TRUE, @ ,SAS,2022-01-27T01:30:00.0000000Z,5777241,MEM @ SAS,MEM,TRUE, @ ,SAS,2022-01-27T01:30:00.0000000Z,-2,27th,27,219,-,"",High,29,MEM,698968-5777241,,
62855,21132175,Nik,Stauskas,Nik Stauskas,N. Stauskas,698985,116444,SG,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/116444.png,https://dkn.gs/sports/images/nba/players/160/116444.png,"","",5775435,NYK @ MIA,NYK,TRUE, @ ,MIA,2022-01-27T00:30:00.0000000Z,5775435,NYK @ MIA,NYK,TRUE, @ ,MIA,2022-01-27T00:30:00.0000000Z,219,8.6,8.6,-2,12th,12,Medium,14,MIA,698985-5775435,,
62855,21131164,Caris,LeVert,Caris LeVert,C. LeVert,698991,32910,PG/SG,458,8600,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/32910.png,https://dkn.gs/sports/images/nba/players/160/32910.png,"","",5774223,CHA @ IND,CHA,TRUE, @ ,IND,2022-01-27T00:00:00.0000000Z,5774223,CHA @ IND,CHA,TRUE, @ ,IND,2022-01-27T00:00:00.0000000Z,219,32.2,32.2,-2,29th,29,High,11,IND,698991-5774223,,
62855,21131920,Bryn,Forbes,Bryn Forbes,B. Forbes,699093,33363,SG,459,3000,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33363.png,https://dkn.gs/sports/images/nba/players/160/33363.png,"","",5801892,DEN @ BKN,DEN,TRUE, @ ,BKN,2022-01-27T01:00:00.0000000Z,5801892,DEN @ BKN,DEN,TRUE, @ ,BKN,2022-01-27T01:00:00.0000000Z,219,13.9,13.9,-2,17th,17,Medium,7,DEN,699093-5801892,,
62855,21131645,Nerlens,Noel,Nerlens Noel,N. Noel,699947,33249,C,462,4000,Q,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33249.png,https://dkn.gs/sports/images/nba/players/160/33249.png,"","",5775435,NYK @ MIA,NYK,TRUE, @ ,MIA,2022-01-27T00:30:00.0000000Z,5775435,NYK @ MIA,NYK,TRUE, @ ,MIA,2022-01-27T00:30:00.0000000Z,219,17.4,17.4,-2,2nd,2,Low,18,NYK,699947-5775435,,
62855,21131989,Willie,Cauley-Stein,Willie Cauley-Stein,W. Cauley-Stein,699950,33055,C,462,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33055.png,https://dkn.gs/sports/images/nba/players/160/33055.png,"","",5777763,DAL @ POR,DAL,TRUE, @ ,POR,2022-01-27T03:00:00.0000000Z,5777763,DAL @ POR,DAL,TRUE, @ ,POR,2022-01-27T03:00:00.0000000Z,219,6.1,6.1,-2,13th,13,Medium,6,DAL,699950-5777763,,
62855,21131161,Fred,VanVleet,Fred VanVleet,F. VanVleet,707832,33381,PG,458,8700,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33381.png,https://dkn.gs/sports/images/nba/players/160/33381.png,"","",5801898,TOR @ CHI,TOR,TRUE, @ ,CHI,2022-01-27T01:00:00.0000000Z,5801898,TOR @ CHI,TOR,TRUE, @ ,CHI,2022-01-27T01:00:00.0000000Z,219,43.5,43.5,-2,4th,4,Low,28,TOR,707832-5801898,,
62855,21132253,Josh,Gray,Josh Gray,J. Gray,708918,33219,PG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33219.png,https://dkn.gs/sports/images/nba/players/160/33219.png,"","",5801892,DEN @ BKN,DEN,TRUE, @ ,BKN,2022-01-27T01:00:00.0000000Z,5801892,DEN @ BKN,DEN,TRUE, @ ,BKN,2022-01-27T01:00:00.0000000Z,-2,25th,25,219,-,"",High,17,BKN,708918-5801892,,
62855,21131655,Gary,Harris,Gary Harris,G. Harris,712593,33016,SG/SF,459,3900,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33016.png,https://dkn.gs/sports/images/nba/players/160/33016.png,"","",5776341,LAC @ ORL,LAC,TRUE, @ ,ORL,2022-01-27T00:00:00.0000000Z,5776341,LAC @ ORL,LAC,TRUE, @ ,ORL,2022-01-27T00:00:00.0000000Z,219,19.5,19.5,-2,18th,18,Medium,19,ORL,712593-5776341,,
62855,21132311,Denzel,Valentine,Denzel Valentine,D. Valentine,712595,32967,SG,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/32967.png,https://dkn.gs/sports/images/nba/players/160/32967.png,"","",5774541,PHX @ UTA,PHX,TRUE, @ ,UTA,2022-01-27T03:00:00.0000000Z,5774541,PHX @ UTA,PHX,TRUE, @ ,UTA,2022-01-27T03:00:00.0000000Z,219,6.6,6.6,-2,11th,11,Medium,26,UTA,712595-5774541,,
62855,21131094,Giannis,Antetokounmpo,Giannis Antetokounmpo,G. Antetokounmpo,739957,33178,PF/C,461,11800,Q,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33178.png,https://dkn.gs/sports/images/nba/players/160/33178.png,"","",5772021,MIL @ CLE,MIL,TRUE, @ ,CLE,2022-01-27T00:00:00.0000000Z,5772021,MIL @ CLE,MIL,TRUE, @ ,CLE,2022-01-27T00:00:00.0000000Z,219,56.8,56.8,-2,8th,8,Low,15,MIL,739957-5772021,,
62855,21131145,Rudy,Gobert,Rudy Gobert,R. Gobert,739960,33393,C,462,9100,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33393.png,https://dkn.gs/sports/images/nba/players/160/33393.png,"","",5774541,PHX @ UTA,PHX,TRUE, @ ,UTA,2022-01-27T03:00:00.0000000Z,5774541,PHX @ UTA,PHX,TRUE, @ ,UTA,2022-01-27T03:00:00.0000000Z,219,43.0,43.0,-2,9th,9,Low,26,UTA,739960-5774541,,
62855,21132647,Sterling,Brown,Sterling Brown,S. Brown,740339,33184,SG/SF,459,3000,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33184.png,https://dkn.gs/sports/images/nba/players/160/33184.png,"","",5777763,DAL @ POR,DAL,TRUE, @ ,POR,2022-01-27T03:00:00.0000000Z,5777763,DAL @ POR,DAL,TRUE, @ ,POR,2022-01-27T03:00:00.0000000Z,219,10.6,10.6,-2,9th,9,Low,6,DAL,740339-5777763,,
62855,21131869,Davon,Reed,Davon Reed,D. Reed,740382,33162,SF,460,3200,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33162.png,https://dkn.gs/sports/images/nba/players/160/33162.png,"","",5801892,DEN @ BKN,DEN,TRUE, @ ,BKN,2022-01-27T01:00:00.0000000Z,5801892,DEN @ BKN,DEN,TRUE, @ ,BKN,2022-01-27T01:00:00.0000000Z,219,12.1,12.1,-2,13th,13,Medium,7,DEN,740382-5801892,,
62855,21132116,Cat,Barber,Cat Barber,C. Barber,740397,115895,PG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32892.png,https://dkn.gs/sports/images/nba/teams/160/32892.png,"","",5771175,SAC @ ATL,SAC,TRUE, @ ,ATL,2022-01-27T00:30:00.0000000Z,5771175,SAC @ ATL,SAC,TRUE, @ ,ATL,2022-01-27T00:30:00.0000000Z,219,2.6,2.6,-2,21st,21,Medium,1,ATL,740397-5771175,,
62855,21131516,Monte,Morris,Monte Morris,M. Morris,741011,33023,PG,458,4600,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33023.png,https://dkn.gs/sports/images/nba/players/160/33023.png,"","",5801892,DEN @ BKN,DEN,TRUE, @ ,BKN,2022-01-27T01:00:00.0000000Z,5801892,DEN @ BKN,DEN,TRUE, @ ,BKN,2022-01-27T01:00:00.0000000Z,219,24.2,24.2,-2,28th,28,High,7,DEN,741011-5801892,,
62855,21131904,Matt,Thomas,Matt Thomas,M. Thomas,741012,33386,SG,459,3100,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33386.png,https://dkn.gs/sports/images/nba/players/160/33386.png,"","",5801898,TOR @ CHI,TOR,TRUE, @ ,CHI,2022-01-27T01:00:00.0000000Z,5801898,TOR @ CHI,TOR,TRUE, @ ,CHI,2022-01-27T01:00:00.0000000Z,219,8.1,8.1,-2,15th,15,Medium,4,CHI,741012-5801898,,
62855,21131739,Malcolm,Hill,Malcolm Hill,M. Hill,741929,116741,SG,459,3500,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32906.png,https://dkn.gs/sports/images/nba/teams/160/32906.png,"","",5801898,TOR @ CHI,TOR,TRUE, @ ,CHI,2022-01-27T01:00:00.0000000Z,5801898,TOR @ CHI,TOR,TRUE, @ ,CHI,2022-01-27T01:00:00.0000000Z,219,8.9,8.9,-2,15th,15,Medium,4,CHI,741929-5801898,,
62855,21132641,George,King,George King,G. King,742864,59064,SF,460,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/59064.png,https://dkn.gs/sports/images/nba/players/160/59064.png,"","",5777763,DAL @ POR,DAL,TRUE, @ ,POR,2022-01-27T03:00:00.0000000Z,5777763,DAL @ POR,DAL,TRUE, @ ,POR,2022-01-27T03:00:00.0000000Z,219,1.7,1.7,-2,28th,28,High,6,DAL,742864-5777763,,
62855,21132238,Jordan,Bell,Jordan Bell,J. Bell,743701,33199,PF,461,3000,OUT,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33199.png,https://dkn.gs/sports/images/nba/players/160/33199.png,"","",5801898,TOR @ CHI,TOR,TRUE, @ ,CHI,2022-01-27T01:00:00.0000000Z,5801898,TOR @ CHI,TOR,TRUE, @ ,CHI,2022-01-27T01:00:00.0000000Z,219,3.3,3.3,-2,23rd,23,High,4,CHI,743701-5801898,,
62855,21131172,Zach,LaVine,Zach LaVine,Z. LaVine,743777,32963,SG/SF,459,8300,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/32963.png,https://dkn.gs/sports/images/nba/players/160/32963.png,"","",5801898,TOR @ CHI,TOR,TRUE, @ ,CHI,2022-01-27T01:00:00.0000000Z,5801898,TOR @ CHI,TOR,TRUE, @ ,CHI,2022-01-27T01:00:00.0000000Z,219,39.3,39.3,-2,15th,15,Medium,4,CHI,743777-5801898,,
62855,21132206,Bryce,Alford,Bryce Alford,B. Alford,743779,116609,PG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32906.png,https://dkn.gs/sports/images/nba/teams/160/32906.png,"","",5801898,TOR @ CHI,TOR,TRUE, @ ,CHI,2022-01-27T01:00:00.0000000Z,5801898,TOR @ CHI,TOR,TRUE, @ ,CHI,2022-01-27T01:00:00.0000000Z,-2,6th,6,219,-,"",Low,4,CHI,743779-5801898,,
62855,21131701,Delon,Wright,Delon Wright,D. Wright,744102,32999,PG/SG,458,3600,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/32999.png,https://dkn.gs/sports/images/nba/players/160/32999.png,"","",5771175,SAC @ ATL,SAC,TRUE, @ ,ATL,2022-01-27T00:30:00.0000000Z,5771175,SAC @ ATL,SAC,TRUE, @ ,ATL,2022-01-27T00:30:00.0000000Z,219,14.0,14.0,-2,21st,21,Medium,1,ATL,744102-5771175,,
62855,21132018,Sindarius,Thornwell,Sindarius Thornwell,S. Thornwell,745904,33108,SG,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33108.png,https://dkn.gs/sports/images/nba/players/160/33108.png,"","",5776341,LAC @ ORL,LAC,TRUE, @ ,ORL,2022-01-27T00:00:00.0000000Z,5776341,LAC @ ORL,LAC,TRUE, @ ,ORL,2022-01-27T00:00:00.0000000Z,-2,18th,18,219,-,"",Medium,19,ORL,745904-5776341,,
62855,21131688,Damian,Jones,Damian Jones,D. Jones,745922,32844,C,462,3700,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/32844.png,https://dkn.gs/sports/images/nba/players/160/32844.png,"","",5771175,SAC @ ATL,SAC,TRUE, @ ,ATL,2022-01-27T00:30:00.0000000Z,5771175,SAC @ ATL,SAC,TRUE, @ ,ATL,2022-01-27T00:30:00.0000000Z,219,13.1,13.1,-2,22nd,22,High,23,SAC,745922-5771175,,
62855,21132387,Luke,Kornet,Luke Kornet,L. Kornet,745923,32971,C,462,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/32971.png,https://dkn.gs/sports/images/nba/players/160/32971.png,"","",5772021,MIL @ CLE,MIL,TRUE, @ ,CLE,2022-01-27T00:00:00.0000000Z,5772021,MIL @ CLE,MIL,TRUE, @ ,CLE,2022-01-27T00:00:00.0000000Z,219,4.2,4.2,-2,11th,11,Medium,15,MIL,745923-5772021,,
62855,21132678,Ish,Wainright,Ish Wainright,I. Wainright,748530,591890,SF/PF,460,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/591890.png,https://dkn.gs/sports/images/nba/players/160/591890.png,"","",5774541,PHX @ UTA,PHX,TRUE, @ ,UTA,2022-01-27T03:00:00.0000000Z,5774541,PHX @ UTA,PHX,TRUE, @ ,UTA,2022-01-27T03:00:00.0000000Z,219,4.7,4.7,-2,21st,21,Medium,21,PHX,748530-5774541,,
62855,21131303,Aaron,Gordon,Aaron Gordon,A. Gordon,748788,33270,SF/PF,460,6500,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33270.png,https://dkn.gs/sports/images/nba/players/160/33270.png,"","",5801892,DEN @ BKN,DEN,TRUE, @ ,BKN,2022-01-27T01:00:00.0000000Z,5801892,DEN @ BKN,DEN,TRUE, @ ,BKN,2022-01-27T01:00:00.0000000Z,219,27.5,27.5,-2,20th,20,Medium,7,DEN,748788-5801892,,
62855,21131264,Bobby,Portis,Bobby Portis,B. Portis,750703,33236,C,462,6800,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33236.png,https://dkn.gs/sports/images/nba/players/160/33236.png,"","",5772021,MIL @ CLE,MIL,TRUE, @ ,CLE,2022-01-27T00:00:00.0000000Z,5772021,MIL @ CLE,MIL,TRUE, @ ,CLE,2022-01-27T00:00:00.0000000Z,219,32.8,32.8,-2,11th,11,Medium,15,MIL,750703-5772021,,
62855,21131197,Terry,Rozier,Terry Rozier,T. Rozier,786293,32937,PG/SG,458,7900,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/32937.png,https://dkn.gs/sports/images/nba/players/160/32937.png,"","",5774223,CHA @ IND,CHA,TRUE, @ ,IND,2022-01-27T00:00:00.0000000Z,5774223,CHA @ IND,CHA,TRUE, @ ,IND,2022-01-27T00:00:00.0000000Z,219,33.8,33.8,-2,10th,10,Medium,5312,CHA,786293-5774223,,
62855,21132051,B.J.,Johnson,B.J. Johnson,B. Johnson,786385,33349,SF,460,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33349.png,https://dkn.gs/sports/images/nba/players/160/33349.png,"","",5776341,LAC @ ORL,LAC,TRUE, @ ,ORL,2022-01-27T00:00:00.0000000Z,5776341,LAC @ ORL,LAC,TRUE, @ ,ORL,2022-01-27T00:00:00.0000000Z,219,12.2,12.2,-2,12th,12,Medium,19,ORL,786385-5776341,,
62855,21131132,Julius,Randle,Julius Randle,J. Randle,786412,33234,PF,461,9500,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33234.png,https://dkn.gs/sports/images/nba/players/160/33234.png,"","",5775435,NYK @ MIA,NYK,TRUE, @ ,MIA,2022-01-27T00:30:00.0000000Z,5775435,NYK @ MIA,NYK,TRUE, @ ,MIA,2022-01-27T00:30:00.0000000Z,219,41.5,41.5,-2,10th,10,Medium,18,NYK,786412-5775435,,
62855,21132074,Amida,Brimah,Amida Brimah,A. Brimah,788762,58789,C,462,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/58789.png,https://dkn.gs/sports/images/nba/players/160/58789.png,"","",5774223,CHA @ IND,CHA,TRUE, @ ,IND,2022-01-27T00:00:00.0000000Z,5774223,CHA @ IND,CHA,TRUE, @ ,IND,2022-01-27T00:00:00.0000000Z,-2,26th,26,219,-,"",High,11,IND,788762-5774223,,
62855,21132656,Paris,Bass,Paris Bass,P. Bass,789757,623005,SF,460,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32949.png,https://dkn.gs/sports/images/nba/teams/160/32949.png,"","",5774541,PHX @ UTA,PHX,TRUE, @ ,UTA,2022-01-27T03:00:00.0000000Z,5774541,PHX @ UTA,PHX,TRUE, @ ,UTA,2022-01-27T03:00:00.0000000Z,219,6.0,6.0,-2,11th,11,Medium,21,PHX,789757-5774541,,
62855,21131534,Cameron,Payne,Cameron Payne,C. Payne,792338,33375,PG/SG,458,4400,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33375.png,https://dkn.gs/sports/images/nba/players/160/33375.png,"","",5774541,PHX @ UTA,PHX,TRUE, @ ,UTA,2022-01-27T03:00:00.0000000Z,5774541,PHX @ UTA,PHX,TRUE, @ ,UTA,2022-01-27T03:00:00.0000000Z,219,20.7,20.7,-2,12th,12,Medium,21,PHX,792338-5774541,,
62855,21132398,Semi,Ojeleye,Semi Ojeleye,S. Ojeleye,792415,32877,PF,461,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/32877.png,https://dkn.gs/sports/images/nba/players/160/32877.png,"","",5772021,MIL @ CLE,MIL,TRUE, @ ,CLE,2022-01-27T00:00:00.0000000Z,5772021,MIL @ CLE,MIL,TRUE, @ ,CLE,2022-01-27T00:00:00.0000000Z,219,8.8,8.8,-2,8th,8,Low,15,MIL,792415-5772021,,
62855,21132124,Wes,Iwundu,Wes Iwundu,W. Iwundu,793863,33276,SG,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33276.png,https://dkn.gs/sports/images/nba/players/160/33276.png,"","",5771175,SAC @ ATL,SAC,TRUE, @ ,ATL,2022-01-27T00:30:00.0000000Z,5771175,SAC @ ATL,SAC,TRUE, @ ,ATL,2022-01-27T00:30:00.0000000Z,219,13.8,13.8,-2,28th,28,High,1,ATL,793863-5771175,,
62855,21132487,Wayne,Selden Jr.,Wayne Selden Jr.,W. Selden Jr.,794506,115461,SG,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/115461.png,https://dkn.gs/sports/images/nba/players/160/115461.png,"","",5775435,NYK @ MIA,NYK,TRUE, @ ,MIA,2022-01-27T00:30:00.0000000Z,5775435,NYK @ MIA,NYK,TRUE, @ ,MIA,2022-01-27T00:30:00.0000000Z,219,2.8,2.8,-2,20th,20,Medium,18,NYK,794506-5775435,,
62855,21132079,Brandon,Goodwin,Brandon Goodwin,B. Goodwin,795361,58861,PG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/58861.png,https://dkn.gs/sports/images/nba/players/160/58861.png,"","",5772021,MIL @ CLE,MIL,TRUE, @ ,CLE,2022-01-27T00:00:00.0000000Z,5772021,MIL @ CLE,MIL,TRUE, @ ,CLE,2022-01-27T00:00:00.0000000Z,219,14.6,14.6,-2,17th,17,Medium,5,CLE,795361-5772021,,
62855,21131760,DeAndre',Bembry,DeAndre' Bembry,D. Bembry,795428,32842,SG/SF,459,3400,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/32842.png,https://dkn.gs/sports/images/nba/players/160/32842.png,"","",5801892,DEN @ BKN,DEN,TRUE, @ ,BKN,2022-01-27T01:00:00.0000000Z,5801892,DEN @ BKN,DEN,TRUE, @ ,BKN,2022-01-27T01:00:00.0000000Z,219,14.1,14.1,-2,10th,10,Medium,17,BKN,795428-5801892,,
