draft_group,draftableId,firstName,lastName,displayName,shortName,playerId,playerDkId,position,rosterSlotId,salary,status,isSwappable,isDisabled,newsStatus,playerImage50,playerImage160,altPlayerImage50,altPlayerImage160,competition.competitionId,competition.name,competition.nameDisplay.value,competition.nameDisplay.value.1,competition.nameDisplay.value.2,competition.nameDisplay.isEmphasized,competition.startTime,competitions.competitionId,competitions.name,competitions.nameDisplay.value,competitions.nameDisplay.value.1,competitions.nameDisplay.value.2,competitions.nameDisplay.isEmphasized,competitions.startTime,draftStatAttributes.id,draftStatAttributes.value,draftStatAttributes.sortValue,draftStatAttributes.id.1,draftStatAttributes.value.1,draftStatAttributes.sortValue.1,draftStatAttributes.quality,teamId,teamAbbreviation,playerGameHash
58937,20053721,Ty-Shon,Alexander,Ty-Shon Alexander,T. Alexander,1060385,528600,SG,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32949.png,https://dkn.gs/sports/images/nba/teams/160/32949.png,"","",5773641,PHX @ SAC,PHX, @ ,SAC,TRUE,2021-11-09T03:00:00.0000000Z,5773641,PHX @ SAC,PHX, @ ,SAC,TRUE,2021-11-09T03:00:00.0000000Z,-2,24th,24,219,-,"",High,21,PHX,1060385-5773641
58937,20053724,Chaundee,Brown Jr.,Chaundee Brown Jr.,C. Brown Jr.,1060954,591153,PG/SG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32927.png,https://dkn.gs/sports/images/nba/teams/160/32927.png,"","",5773713,CHA @ LAL,CHA, @ ,LAL,TRUE,2021-11-09T03:30:00.0000000Z,5773713,CHA @ LAL,CHA, @ ,LAL,TRUE,2021-11-09T03:30:00.0000000Z,-2,21st,21,219,-,"",High,13,LAL,1060954-5773713
58937,20053728,Trae,Young,Trae Young,T. Young,1060978,32850,PG,458,9600,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/32850.png,https://dkn.gs/sports/images/nba/players/160/32850.png,"","",5772489,ATL @ GSW,ATL, @ ,GSW,TRUE,2021-11-09T03:00:00.0000000Z,5772489,ATL @ GSW,ATL, @ ,GSW,TRUE,2021-11-09T03:00:00.0000000Z,219,44.1,44.1,-2,22nd,22,High,1,ATL,1060978-5772489
58937,20053731,Deandre,Ayton,Deandre Ayton,D. Ayton,1061507,33312,C,462,6400,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33312.png,https://dkn.gs/sports/images/nba/players/160/33312.png,"","",5773641,PHX @ SAC,PHX, @ ,SAC,TRUE,2021-11-09T03:00:00.0000000Z,5773641,PHX @ SAC,PHX, @ ,SAC,TRUE,2021-11-09T03:00:00.0000000Z,219,34.3,34.3,-2,20th,20,Medium,21,PHX,1061507-5773641
58937,20053733,Davion,Mitchell,Davion Mitchell,D. Mitchell,1061659,591009,PG,458,4400,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32954.png,https://dkn.gs/sports/images/nba/teams/160/32954.png,"","",5773641,PHX @ SAC,PHX, @ ,SAC,TRUE,2021-11-09T03:00:00.0000000Z,5773641,PHX @ SAC,PHX, @ ,SAC,TRUE,2021-11-09T03:00:00.0000000Z,219,20.4,20.4,-2,21st,21,Medium,23,SAC,1061659-5773641
58937,20053736,Jordan,Poole,Jordan Poole,J. Poole,1067671,33061,PG/SG,458,5800,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33061.png,https://dkn.gs/sports/images/nba/players/160/33061.png,"","",5772489,ATL @ GSW,ATL, @ ,GSW,TRUE,2021-11-09T03:00:00.0000000Z,5772489,ATL @ GSW,ATL, @ ,GSW,TRUE,2021-11-09T03:00:00.0000000Z,219,30.2,30.2,-2,22nd,22,High,9,GSW,1067671-5772489
58937,20053740,Nick,Richards,Nick Richards,N. Richards,1067853,527249,C,462,3200,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/teams/50/32904.png,https://dkn.gs/sports/images/nba/teams/160/32904.png,"","",5773713,CHA @ LAL,CHA, @ ,LAL,TRUE,2021-11-09T03:30:00.0000000Z,5773713,CHA @ LAL,CHA, @ ,LAL,TRUE,2021-11-09T03:30:00.0000000Z,219,6.6,6.6,-2,23rd,23,High,5312,CHA,1067853-5773713
58937,20053742,PJ,Washington,PJ Washington,P. Washington,1067857,32950,PF/C,461,4800,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/32950.png,https://dkn.gs/sports/images/nba/players/160/32950.png,"","",5773713,CHA @ LAL,CHA, @ ,LAL,TRUE,2021-11-09T03:30:00.0000000Z,5773713,CHA @ LAL,CHA, @ ,LAL,TRUE,2021-11-09T03:30:00.0000000Z,219,20.9,20.9,-2,24th,24,High,5312,CHA,1067857-5773713
58937,20053746,Matt,Coleman III,Matt Coleman III,M. Coleman III,1071925,592442,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32954.png,https://dkn.gs/sports/images/nba/teams/160/32954.png,"","",5773641,PHX @ SAC,PHX, @ ,SAC,TRUE,2021-11-09T03:00:00.0000000Z,5773641,PHX @ SAC,PHX, @ ,SAC,TRUE,2021-11-09T03:00:00.0000000Z,-2,11th,11,219,-,"",Medium,23,SAC,1071925-5773641
58937,20053750,Marvin,Bagley III,Marvin Bagley III,M. Bagley III,1076209,33347,PF/C,461,5600,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33347.png,https://dkn.gs/sports/images/nba/players/160/33347.png,"","",5773641,PHX @ SAC,PHX, @ ,SAC,TRUE,2021-11-09T03:00:00.0000000Z,5773641,PHX @ SAC,PHX, @ ,SAC,TRUE,2021-11-09T03:00:00.0000000Z,219,6.5,6.5,-2,28th,28,High,23,SAC,1076209-5773641
