draft_group,draftableId,firstName,lastName,displayName,shortName,playerId,playerDkId,position,rosterSlotId,salary,status,isSwappable,isDisabled,newsStatus,playerImage50,playerImage160,altPlayerImage50,altPlayerImage160,competition.competitionId,competition.name,competition.nameDisplay.value,competition.nameDisplay.value.1,competition.nameDisplay.value.2,competition.nameDisplay.isEmphasized,competition.startTime,competitions.competitionId,competitions.name,competitions.nameDisplay.value,competitions.nameDisplay.value.1,competitions.nameDisplay.value.2,competitions.nameDisplay.isEmphasized,competitions.startTime,draftStatAttributes.id,draftStatAttributes.value,draftStatAttributes.sortValue,draftStatAttributes.id.1,draftStatAttributes.value.1,draftStatAttributes.sortValue.1,draftStatAttributes.quality,playerGameAttributes.id,playerGameAttributes.value,teamId,teamAbbreviation,playerGameHash,draftAlerts.alertType,draftAlerts.message,draftAlerts.updatedDate,draftAlerts.priority
57068,19600105,Mac,McClung,Mac McClung,M. McClung,1134626,591146,SG,459,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32927.png,https://dkn.gs/sports/images/nba/teams/160/32927.png,"","",5770386,GSW @ LAL,GSW, @ ,LAL,TRUE,2021-10-20T02:00:00.0000000Z,5770386,GSW @ LAL,GSW, @ ,LAL,TRUE,2021-10-20T02:00:00.0000000Z,-2,16th,16,219,-,"",Medium,,,13,LAL,1134626-5770386,,,,
57068,19600164,David,Duke Jr,David Duke Jr,D. Duke Jr,1134645,591886,SG,459,3000,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/teams/50/32902.png,https://dkn.gs/sports/images/nba/teams/160/32902.png,"","",5770380,BKN @ MIL,BKN, @ ,MIL,TRUE,2021-10-19T23:30:00.0000000Z,5770380,BKN @ MIL,BKN, @ ,MIL,TRUE,2021-10-19T23:30:00.0000000Z,-2,7th,7,219,-,"",Low,,,17,BKN,1134645-5770380,,,,
57068,19600187,Kessler,Edwards,Kessler Edwards,K. Edwards,1135006,591048,SF,460,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32902.png,https://dkn.gs/sports/images/nba/teams/160/32902.png,"","",5770380,BKN @ MIL,BKN, @ ,MIL,TRUE,2021-10-19T23:30:00.0000000Z,5770380,BKN @ MIL,BKN, @ ,MIL,TRUE,2021-10-19T23:30:00.0000000Z,-2,24th,24,219,-,"",High,,,17,BKN,1135006-5770380,,,,
57068,19600150,Trevelin,Queen,Trevelin Queen,T. Queen,1138673,536164,SG,459,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32927.png,https://dkn.gs/sports/images/nba/teams/160/32927.png,"","",5770386,GSW @ LAL,GSW, @ ,LAL,TRUE,2021-10-20T02:00:00.0000000Z,5770386,GSW @ LAL,GSW, @ ,LAL,TRUE,2021-10-20T02:00:00.0000000Z,-2,16th,16,219,-,"",Medium,,,13,LAL,1138673-5770386,,,,
57068,19600114,Alen,Smailagic,Alen Smailagic,A. Smailagic,1148770,33062,PF,461,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33062.png,https://dkn.gs/sports/images/nba/players/160/33062.png,"","",5770386,GSW @ LAL,GSW, @ ,LAL,TRUE,2021-10-20T02:00:00.0000000Z,5770386,GSW @ LAL,GSW, @ ,LAL,TRUE,2021-10-20T02:00:00.0000000Z,219,4.6,4.6,-2,3rd,3,Low,,,9,GSW,1148770-5770386,,,,
57068,19599988,James,Wiseman,James Wiseman,J. Wiseman,1175120,527215,C,462,5100,OUT,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/teams/50/32917.png,https://dkn.gs/sports/images/nba/teams/160/32917.png,"","",5770386,GSW @ LAL,GSW, @ ,LAL,TRUE,2021-10-20T02:00:00.0000000Z,5770386,GSW @ LAL,GSW, @ ,LAL,TRUE,2021-10-20T02:00:00.0000000Z,219,21.6,21.6,-2,8th,8,Low,,,9,GSW,1175120-5770386,,,,
57068,19600096,Nico,Mannion,Nico Mannion,N. Mannion,1193675,527258,PG,458,3100,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32917.png,https://dkn.gs/sports/images/nba/teams/160/32917.png,"","",5770386,GSW @ LAL,GSW, @ ,LAL,TRUE,2021-10-20T02:00:00.0000000Z,5770386,GSW @ LAL,GSW, @ ,LAL,TRUE,2021-10-20T02:00:00.0000000Z,219,10.5,10.5,-2,12th,12,Medium,,,9,GSW,1193675-5770386,,,,
57068,19600093,Moses,Moody,Moses Moody,M. Moody,1231366,591015,SG,459,3200,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/teams/50/32917.png,https://dkn.gs/sports/images/nba/teams/160/32917.png,"","",5770386,GSW @ LAL,GSW, @ ,LAL,TRUE,2021-10-20T02:00:00.0000000Z,5770386,GSW @ LAL,GSW, @ ,LAL,TRUE,2021-10-20T02:00:00.0000000Z,-2,3rd,3,219,-,"",Low,,,9,GSW,1231366-5770386,,,,
57068,19600167,Cameron,Thomas,Cameron Thomas,C. Thomas,1232020,591032,PG/SG,458,3000,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/teams/50/32902.png,https://dkn.gs/sports/images/nba/teams/160/32902.png,"","",5770380,BKN @ MIL,BKN, @ ,MIL,TRUE,2021-10-19T23:30:00.0000000Z,5770380,BKN @ MIL,BKN, @ ,MIL,TRUE,2021-10-19T23:30:00.0000000Z,-2,7th,7,219,-,"",Low,,,17,BKN,1232020-5770380,,,,
57068,19600091,Day'Ron,Sharpe,Day'Ron Sharpe,D. Sharpe,1243725,591034,C,462,3300,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32902.png,https://dkn.gs/sports/images/nba/teams/160/32902.png,"","",5770380,BKN @ MIL,BKN, @ ,MIL,TRUE,2021-10-19T23:30:00.0000000Z,5770380,BKN @ MIL,BKN, @ ,MIL,TRUE,2021-10-19T23:30:00.0000000Z,-2,9th,9,219,-,"",Low,,,17,BKN,1243725-5770380,,,,
57068,19600059,Jonathan,Kuminga,Jonathan Kuminga,J. Kuminga,1271708,590990,SF,460,3600,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/teams/50/32917.png,https://dkn.gs/sports/images/nba/teams/160/32917.png,"","",5770386,GSW @ LAL,GSW, @ ,LAL,TRUE,2021-10-20T02:00:00.0000000Z,5770386,GSW @ LAL,GSW, @ ,LAL,TRUE,2021-10-20T02:00:00.0000000Z,-2,6th,6,219,-,"",Low,,,9,GSW,1271708-5770386,,,,
57068,19600132,Georgios,Kalaitzakis,Georgios Kalaitzakis,G. Kalaitzakis,1323544,591064,SG,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32933.png,https://dkn.gs/sports/images/nba/teams/160/32933.png,"","",5770380,BKN @ MIL,BKN, @ ,MIL,TRUE,2021-10-19T23:30:00.0000000Z,5770380,BKN @ MIL,BKN, @ ,MIL,TRUE,2021-10-19T23:30:00.0000000Z,-2,12th,12,219,-,"",Medium,,,15,MIL,1323544-5770380,,,,
57068,19600034,Carmelo,Anthony,Carmelo Anthony,C. Anthony,172890,115439,PF,461,3900,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/115439.png,https://dkn.gs/sports/images/nba/players/160/115439.png,"","",5770386,GSW @ LAL,GSW, @ ,LAL,TRUE,2021-10-20T02:00:00.0000000Z,5770386,GSW @ LAL,GSW, @ ,LAL,TRUE,2021-10-20T02:00:00.0000000Z,219,22.3,22.3,-2,8th,8,Low,,,13,LAL,172890-5770386,,,,
57068,19600075,Andre,Iguodala,Andre Iguodala,A. Iguodala,173004,33131,SF,460,3500,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33131.png,https://dkn.gs/sports/images/nba/players/160/33131.png,"","",5770386,GSW @ LAL,GSW, @ ,LAL,TRUE,2021-10-20T02:00:00.0000000Z,5770386,GSW @ LAL,GSW, @ ,LAL,TRUE,2021-10-20T02:00:00.0000000Z,219,14.8,14.8,-2,6th,6,Low,,,9,GSW,173004-5770386,,,,
