draft_group,draftableId,firstName,lastName,displayName,shortName,playerId,playerDkId,position,rosterSlotId,salary,status,isSwappable,isDisabled,newsStatus,playerImage50,playerImage160,altPlayerImage50,altPlayerImage160,competition.competitionId,competition.name,competition.nameDisplay.value,competition.nameDisplay.value.1,competition.nameDisplay.value.2,competition.nameDisplay.isEmphasized,competition.startTime,competitions.competitionId,competitions.name,competitions.nameDisplay.value,competitions.nameDisplay.value.1,competitions.nameDisplay.value.2,competitions.nameDisplay.isEmphasized,competitions.startTime,draftStatAttributes.id,draftStatAttributes.value,draftStatAttributes.sortValue,draftStatAttributes.id.1,draftStatAttributes.value.1,draftStatAttributes.sortValue.1,draftStatAttributes.quality,teamId,teamAbbreviation,playerGameHash
59494,20173693,Isaiah,Hartenstein,Isaiah Hartenstein,I. Hartenstein,1057004,33079,C,462,3500,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33079.png,https://dkn.gs/sports/images/nba/players/160/33079.png,"","",5773821,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-11-17T03:30:00.0000000Z,5773821,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-11-17T03:30:00.0000000Z,219,19.3,19.3,-2,3rd,3,Low,12,LAC,1057004-5773821
59494,20173695,Moses,Wright,Moses Wright,M. Wright,1060920,592433,SF/PF,460,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/players/50/592433.png,https://dkn.gs/sports/images/nba/players/160/592433.png,"","",5773821,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-11-17T03:30:00.0000000Z,5773821,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-11-17T03:30:00.0000000Z,-2,30th,30,219,-,"",High,12,LAC,1060920-5773821
59494,20173699,Lonnie,Walker IV,Lonnie Walker IV,L. Walker IV,1060928,33365,SG/SF,459,3700,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33365.png,https://dkn.gs/sports/images/nba/players/160/33365.png,"","",5773821,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-11-17T03:30:00.0000000Z,5773821,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-11-17T03:30:00.0000000Z,219,21.5,21.5,-2,19th,19,Medium,24,SAS,1060928-5773821
59494,20173704,Paul,Reed,Paul Reed,P. Reed,1076238,527268,PF/C,461,3300,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/527268.png,https://dkn.gs/sports/images/nba/players/160/527268.png,"","",5773971,PHI @ UTA,PHI, @ ,UTA,TRUE,2021-11-17T03:00:00.0000000Z,5773971,PHI @ UTA,PHI, @ ,UTA,TRUE,2021-11-17T03:00:00.0000000Z,219,10.4,10.4,-2,6th,6,Low,20,PHI,1076238-5773971
59494,20173708,Tre,Jones,Tre Jones,T. Jones,1132030,527244,PG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/527244.png,https://dkn.gs/sports/images/nba/players/160/527244.png,"","",5773821,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-11-17T03:30:00.0000000Z,5773821,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-11-17T03:30:00.0000000Z,219,5.6,5.6,-2,16th,16,Medium,24,SAS,1132030-5773821
59494,20173711,Devin,Vassell,Devin Vassell,D. Vassell,1132051,527223,SG/SF,459,4700,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/527223.png,https://dkn.gs/sports/images/nba/players/160/527223.png,"","",5773821,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-11-17T03:30:00.0000000Z,5773821,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-11-17T03:30:00.0000000Z,219,24.8,24.8,-2,19th,19,Medium,24,SAS,1132051-5773821
59494,20173716,Aaron,Henry,Aaron Henry,A. Henry,1133812,591065,SF,460,3000,Q,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/591065.png,https://dkn.gs/sports/images/nba/players/160/591065.png,"","",5773971,PHI @ UTA,PHI, @ ,UTA,TRUE,2021-11-17T03:00:00.0000000Z,5773971,PHI @ UTA,PHI, @ ,UTA,TRUE,2021-11-17T03:00:00.0000000Z,219,0.0,0.0,-2,6th,6,Low,20,PHI,1133812-5773971
59494,20173719,Isaiah,Joe,Isaiah Joe,I. Joe,1134010,527259,SG,459,3000,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/527259.png,https://dkn.gs/sports/images/nba/players/160/527259.png,"","",5773971,PHI @ UTA,PHI, @ ,UTA,TRUE,2021-11-17T03:00:00.0000000Z,5773971,PHI @ UTA,PHI, @ ,UTA,TRUE,2021-11-17T03:00:00.0000000Z,219,3.1,3.1,-2,5th,5,Low,20,PHI,1134010-5773971
59494,20173722,Keldon,Johnson,Keldon Johnson,K. Johnson,1134174,33369,PF,461,6000,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33369.png,https://dkn.gs/sports/images/nba/players/160/33369.png,"","",5773821,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-11-17T03:30:00.0000000Z,5773821,SAS @ LAC,SAS, @ ,LAC,TRUE,2021-11-17T03:30:00.0000000Z,219,30.1,30.1,-2,6th,6,Low,24,SAS,1134174-5773821
59494,20173725,Jared,Butler,Jared Butler,J. Butler,1134886,591045,PG/SG,458,3000,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/591045.png,https://dkn.gs/sports/images/nba/players/160/591045.png,"","",5773971,PHI @ UTA,PHI, @ ,UTA,TRUE,2021-11-17T03:00:00.0000000Z,5773971,PHI @ UTA,PHI, @ ,UTA,TRUE,2021-11-17T03:00:00.0000000Z,219,3.9,3.9,-2,29th,29,High,26,UTA,1134886-5773971
