draft_group,draftableId,firstName,lastName,displayName,shortName,playerId,playerDkId,position,rosterSlotId,salary,status,isSwappable,isDisabled,newsStatus,playerImage50,playerImage160,altPlayerImage50,altPlayerImage160,competition.competitionId,competition.name,competition.nameDisplay.value,competition.nameDisplay.value.1,competition.nameDisplay.value.2,competition.nameDisplay.isEmphasized,competition.startTime,competitions.competitionId,competitions.name,competitions.nameDisplay.value,competitions.nameDisplay.value.1,competitions.nameDisplay.value.2,competitions.nameDisplay.isEmphasized,competitions.startTime,draftStatAttributes.id,draftStatAttributes.value,draftStatAttributes.sortValue,draftStatAttributes.id.1,draftStatAttributes.value.1,draftStatAttributes.sortValue.1,draftStatAttributes.quality,teamId,teamAbbreviation,playerGameHash
62612,21062751,Frank,Ntilikina,Frank Ntilikina,F. Ntilikina,1056995,33237,PG,458,3000,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33237.png,https://dkn.gs/sports/images/nba/players/160/33237.png,"","",5772627,PHX @ DAL,PHX, @ ,DAL,TRUE,2022-01-21T00:30:00.0000000Z,5772627,PHX @ DAL,PHX, @ ,DAL,TRUE,2022-01-21T00:30:00.0000000Z,219,9.8,9.8,-2,16th,16,Medium,6,DAL,1056995-5772627
62612,21062871,Ty-Shon,Alexander,Ty-Shon Alexander,T. Alexander,1060385,528600,SG,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/528600.png,https://dkn.gs/sports/images/nba/players/160/528600.png,"","",5772627,PHX @ DAL,PHX, @ ,DAL,TRUE,2022-01-21T00:30:00.0000000Z,5772627,PHX @ DAL,PHX, @ ,DAL,TRUE,2022-01-21T00:30:00.0000000Z,-2,5th,5,219,-,"",Low,21,PHX,1060385-5772627
62612,21062919,Naji,Marshall,Naji Marshall,N. Marshall,1060704,535788,SG/SF,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/535788.png,https://dkn.gs/sports/images/nba/players/160/535788.png,"","",5775723,NOP @ NYK,NOP, @ ,NYK,TRUE,2022-01-21T00:30:00.0000000Z,5775723,NOP @ NYK,NOP, @ ,NYK,TRUE,2022-01-21T00:30:00.0000000Z,219,8.3,8.3,-2,18th,18,Medium,3,NOP,1060704-5775723
62612,21062793,Aamir,Simms,Aamir Simms,A. Simms,1060906,591859,SF/PF,460,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/591859.png,https://dkn.gs/sports/images/nba/players/160/591859.png,"","",5775723,NOP @ NYK,NOP, @ ,NYK,TRUE,2022-01-21T00:30:00.0000000Z,5775723,NOP @ NYK,NOP, @ ,NYK,TRUE,2022-01-21T00:30:00.0000000Z,-2,15th,15,219,-,"",Medium,18,NYK,1060906-5775723
62612,21062924,Jose,Alvarado,Jose Alvarado,J. Alvarado,1060919,591175,PG,458,3000,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/591175.png,https://dkn.gs/sports/images/nba/players/160/591175.png,"","",5775723,NOP @ NYK,NOP, @ ,NYK,TRUE,2022-01-21T00:30:00.0000000Z,5775723,NOP @ NYK,NOP, @ ,NYK,TRUE,2022-01-21T00:30:00.0000000Z,219,7.8,7.8,-2,9th,9,Low,3,NOP,1060919-5775723
62612,21062529,Deandre,Ayton,Deandre Ayton,D. Ayton,1061507,33312,C,462,7300,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33312.png,https://dkn.gs/sports/images/nba/players/160/33312.png,"","",5772627,PHX @ DAL,PHX, @ ,DAL,TRUE,2022-01-21T00:30:00.0000000Z,5772627,PHX @ DAL,PHX, @ ,DAL,TRUE,2022-01-21T00:30:00.0000000Z,219,35.5,35.5,-2,20th,20,Medium,21,PHX,1061507-5772627
62612,21062617,Herbert,Jones,Herbert Jones,H. Jones,1061638,591040,PF/C,461,4400,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/591040.png,https://dkn.gs/sports/images/nba/players/160/591040.png,"","",5775723,NOP @ NYK,NOP, @ ,NYK,TRUE,2022-01-21T00:30:00.0000000Z,5775723,NOP @ NYK,NOP, @ ,NYK,TRUE,2022-01-21T00:30:00.0000000Z,219,21.1,21.1,-2,18th,18,Medium,3,NOP,1061638-5775723
62612,21062904,John,Petty Jr.,John Petty Jr.,J. Petty Jr.,1061640,591145,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32938.png,https://dkn.gs/sports/images/nba/teams/160/32938.png,"","",5775723,NOP @ NYK,NOP, @ ,NYK,TRUE,2022-01-21T00:30:00.0000000Z,5775723,NOP @ NYK,NOP, @ ,NYK,TRUE,2022-01-21T00:30:00.0000000Z,-2,12th,12,219,-,"",Medium,3,NOP,1061640-5775723
62612,21062864,M.J.,Walker,M.J. Walker,M. Walker,1067656,591860,PG/SG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/591860.png,https://dkn.gs/sports/images/nba/players/160/591860.png,"","",5772627,PHX @ DAL,PHX, @ ,DAL,TRUE,2022-01-21T00:30:00.0000000Z,5772627,PHX @ DAL,PHX, @ ,DAL,TRUE,2022-01-21T00:30:00.0000000Z,219,3.4,3.4,-2,3rd,3,Low,21,PHX,1067656-5772627
62612,21062679,Nickeil,Alexander-Walker,Nickeil Alexander-Walker,N. Alexander-Walker,1067668,33225,PG/SG,458,3600,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33225.png,https://dkn.gs/sports/images/nba/players/160/33225.png,"","",5775723,NOP @ NYK,NOP, @ ,NYK,TRUE,2022-01-21T00:30:00.0000000Z,5775723,NOP @ NYK,NOP, @ ,NYK,TRUE,2022-01-21T00:30:00.0000000Z,219,23.5,23.5,-2,12th,12,Medium,3,NOP,1067668-5775723
