draft_group,draftableId,firstName,lastName,displayName,shortName,playerId,playerDkId,position,rosterSlotId,salary,status,isSwappable,isDisabled,newsStatus,playerImage50,playerImage160,altPlayerImage50,altPlayerImage160,competition.competitionId,competition.name,competition.nameDisplay.value,competition.nameDisplay.value.1,competition.nameDisplay.value.2,competition.nameDisplay.isEmphasized,competition.startTime,competitions.competitionId,competitions.name,competitions.nameDisplay.value,competitions.nameDisplay.value.1,competitions.nameDisplay.value.2,competitions.nameDisplay.isEmphasized,competitions.startTime,draftStatAttributes.id,draftStatAttributes.value,draftStatAttributes.sortValue,draftStatAttributes.id.1,draftStatAttributes.value.1,draftStatAttributes.sortValue.1,draftStatAttributes.quality,playerGameAttributes.id,playerGameAttributes.value,teamId,teamAbbreviation,playerGameHash
95836,31009907,Ja,Morant,Ja Morant,J. Morant,1065906,33147,PG,476,1500,OUT,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33147.png,https://dkn.gs/sports/images/nba/players/160/33147.png,"","",5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,-2,14th,14,219,-,"",Medium,,,29,MEM,1065906-5959154
95836,31009908,Jarred,Vanderbilt,Jarred Vanderbilt,J. Vanderbilt,1067852,33027,PF/C,476,1500,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33027.png,https://dkn.gs/sports/images/nba/players/160/33027.png,"","",5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,-2,13th,13,219,-,"",Medium,,,13,LAL,1067852-5959154
95836,31009899,Jacob,Gilyard,Jacob Gilyard,J. Gilyard,1076225,651614,PG,476,6300,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/teams/50/32929.png,https://dkn.gs/sports/images/nba/teams/160/32929.png,"","",5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,219,13.9,13.9,-2,14th,14,Medium,100,true,29,MEM,1076225-5959154
95836,31009887,Jaren,Jackson Jr.,Jaren Jackson Jr.,J. Jackson Jr.,1078662,33142,PF/C,476,13200,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33142.png,https://dkn.gs/sports/images/nba/players/160/33142.png,"","",5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,219,36.5,36.5,-2,2nd,2,Low,100,true,29,MEM,1078662-5959154
95836,31009892,Xavier,Tillman,Xavier Tillman,X. Tillman,1078665,527253,C,476,9300,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/527253.png,https://dkn.gs/sports/images/nba/players/160/527253.png,"","",5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,219,26.6,26.6,-2,22nd,22,High,,,29,MEM,1078665-5959154
95836,31009896,Cam,Reddish,Cam Reddish,C. Reddish,1132027,32857,SG/SF,476,7200,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/32857.png,https://dkn.gs/sports/images/nba/players/160/32857.png,"","",5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,219,15.8,15.8,-2,16th,16,Medium,100,true,13,LAL,1132027-5959154
95836,31009911,Colin,Castleton,Colin Castleton,C. Castleton,1133800,713824,C,476,1500,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/713824.png,https://dkn.gs/sports/images/nba/players/160/713824.png,"","",5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,219,5.4,5.4,-2,12th,12,Medium,,,13,LAL,1133800-5959154
95836,31009914,Vince,Williams Jr.,Vince Williams Jr.,V. Williams Jr.,1134869,649702,SG,476,1500,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/649702.png,https://dkn.gs/sports/images/nba/players/160/649702.png,"","",5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,219,10.2,10.2,-2,9th,9,Low,,,29,MEM,1134869-5959154
95836,31009904,Jaxson,Hayes,Jaxson Hayes,J. Hayes,1140887,33224,C,476,4200,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33224.png,https://dkn.gs/sports/images/nba/players/160/33224.png,"","",5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,219,4.3,4.3,-2,12th,12,Medium,,,13,LAL,1140887-5959154
95836,31009918,Jake,LaRavia,Jake LaRavia,J. LaRavia,1175125,649568,SF/PF,476,1500,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/649568.png,https://dkn.gs/sports/images/nba/players/160/649568.png,"","",5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,5959154,MEM @ LAL,MEM, @ ,LAL,TRUE,2023-11-15T03:30:00.0000000Z,219,6.4,6.4,-2,29th,29,High,,,29,MEM,1175125-5959154
