draft_group,draftableId,firstName,lastName,displayName,shortName,playerId,playerDkId,position,rosterSlotId,salary,status,isSwappable,isDisabled,newsStatus,playerImage50,playerImage160,altPlayerImage50,altPlayerImage160,competition.competitionId,competition.name,competition.nameDisplay.value,competition.nameDisplay.isEmphasized,competition.nameDisplay.value.1,competition.nameDisplay.value.2,competition.startTime,competitions.competitionId,competitions.name,competitions.nameDisplay.value,competitions.nameDisplay.isEmphasized,competitions.nameDisplay.value.1,competitions.nameDisplay.value.2,competitions.startTime,draftStatAttributes.id,draftStatAttributes.value,draftStatAttributes.sortValue,draftStatAttributes.id.1,draftStatAttributes.value.1,draftStatAttributes.sortValue.1,draftStatAttributes.quality,teamId,teamAbbreviation,playerGameHash
58214,19816297,Aamir,Simms,Aamir Simms,A. Simms,1060906,591859,SF/PF,460,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32940.png,https://dkn.gs/sports/images/nba/teams/160/32940.png,"","",5774865,ORL @ NYK,ORL,TRUE, @ ,NYK,2021-10-24T23:00:00.0000000Z,5774865,ORL @ NYK,ORL,TRUE, @ ,NYK,2021-10-24T23:00:00.0000000Z,-2,-,"",219,-,"",,18,NYK,1060906-5774865
58214,19816337,Wendell,Carter Jr.,Wendell Carter Jr.,W. Carter Jr.,1060912,32972,PF/C,461,5700,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/32972.png,https://dkn.gs/sports/images/nba/players/160/32972.png,"","",5774865,ORL @ NYK,ORL,TRUE, @ ,NYK,2021-10-24T23:00:00.0000000Z,5774865,ORL @ NYK,ORL,TRUE, @ ,NYK,2021-10-24T23:00:00.0000000Z,219,31.1,31.1,-2,25th,25,High,19,ORL,1060912-5774865
58214,19816497,Chaundee,Brown Jr.,Chaundee Brown Jr.,C. Brown Jr.,1060954,591153,PG/SG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32927.png,https://dkn.gs/sports/images/nba/teams/160/32927.png,"","",5773653,MEM @ LAL,MEM,TRUE, @ ,LAL,2021-10-25T01:30:00.0000000Z,5773653,MEM @ LAL,MEM,TRUE, @ ,LAL,2021-10-25T01:30:00.0000000Z,-2,-,"",219,-,"",,13,LAL,1060954-5773653
58214,19816289,Olivier,Sarr,Olivier Sarr,O. Sarr,1060956,592423,SF/PF,460,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32942.png,https://dkn.gs/sports/images/nba/teams/160/32942.png,"","",5775957,PHI @ OKC,PHI,TRUE, @ ,OKC,2021-10-24T23:00:00.0000000Z,5775957,PHI @ OKC,PHI,TRUE, @ ,OKC,2021-10-24T23:00:00.0000000Z,-2,-,"",219,-,"",,25,OKC,1060956-5775957
58214,19816584,Tyler,Bey,Tyler Bey,T. Bey,1061518,527241,SG/SF,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32919.png,https://dkn.gs/sports/images/nba/teams/160/32919.png,"","",5772873,BOS @ HOU,BOS,TRUE, @ ,HOU,2021-10-24T23:00:00.0000000Z,5772873,BOS @ HOU,BOS,TRUE, @ ,HOU,2021-10-24T23:00:00.0000000Z,-2,-,"",219,-,"",,10,HOU,1061518-5772873
58214,19816265,Chuma,Okeke,Chuma Okeke,C. Okeke,1061658,33281,SF/PF,460,4400,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/teams/50/32945.png,https://dkn.gs/sports/images/nba/teams/160/32945.png,"","",5774865,ORL @ NYK,ORL,TRUE, @ ,NYK,2021-10-24T23:00:00.0000000Z,5774865,ORL @ NYK,ORL,TRUE, @ ,NYK,2021-10-24T23:00:00.0000000Z,-2,3rd,3,219,-,"",Low,19,ORL,1061658-5774865
58214,19816640,Davion,Mitchell,Davion Mitchell,D. Mitchell,1061659,591009,PG,458,3900,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32954.png,https://dkn.gs/sports/images/nba/teams/160/32954.png,"","",5773515,GSW @ SAC,GSW,TRUE, @ ,SAC,2021-10-25T01:00:00.0000000Z,5773515,GSW @ SAC,GSW,TRUE, @ ,SAC,2021-10-25T01:00:00.0000000Z,219,14.3,14.3,-2,20th,20,Medium,23,SAC,1061659-5773515
58214,19816305,Jeremiah,Tilmon,Jeremiah Tilmon,J. Tilmon,1061726,591867,SF/PF,460,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32945.png,https://dkn.gs/sports/images/nba/teams/160/32945.png,"","",5774865,ORL @ NYK,ORL,TRUE, @ ,NYK,2021-10-24T23:00:00.0000000Z,5774865,ORL @ NYK,ORL,TRUE, @ ,NYK,2021-10-24T23:00:00.0000000Z,-2,-,"",219,-,"",,19,ORL,1061726-5774865
58214,19816610,Ja,Morant,Ja Morant,J. Morant,1065906,33147,PG,458,9200,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33147.png,https://dkn.gs/sports/images/nba/players/160/33147.png,"","",5773653,MEM @ LAL,MEM,TRUE, @ ,LAL,2021-10-25T01:30:00.0000000Z,5773653,MEM @ LAL,MEM,TRUE, @ ,LAL,2021-10-25T01:30:00.0000000Z,219,50.0,50.0,-2,30th,30,High,29,MEM,1065906-5773653
58214,19816457,Justin,Jaworski,Justin Jaworski,J. Jaworski,1066526,591881,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32942.png,https://dkn.gs/sports/images/nba/teams/160/32942.png,"","",5775957,PHI @ OKC,PHI,TRUE, @ ,OKC,2021-10-24T23:00:00.0000000Z,5775957,PHI @ OKC,PHI,TRUE, @ ,OKC,2021-10-24T23:00:00.0000000Z,-2,-,"",219,-,"",,25,OKC,1066526-5775957
58214,19816353,Daniel,Theis,Daniel Theis,D. Theis,1066725,32879,PF/C,461,4400,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/32879.png,https://dkn.gs/sports/images/nba/players/160/32879.png,"","",5772873,BOS @ HOU,BOS,TRUE, @ ,HOU,2021-10-24T23:00:00.0000000Z,5772873,BOS @ HOU,BOS,TRUE, @ ,HOU,2021-10-24T23:00:00.0000000Z,219,12.0,12.0,-2,11th,11,Medium,10,HOU,1066725-5772873
58214,19816465,M.J.,Walker,M.J. Walker,M. Walker,1067656,591860,PG/SG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/teams/50/32940.png,https://dkn.gs/sports/images/nba/teams/160/32940.png,"","",5774865,ORL @ NYK,ORL,TRUE, @ ,NYK,2021-10-24T23:00:00.0000000Z,5774865,ORL @ NYK,ORL,TRUE, @ ,NYK,2021-10-24T23:00:00.0000000Z,-2,2nd,2,219,-,"",Low,18,NYK,1067656-5774865
58214,19816409,Jordan,Poole,Jordan Poole,J. Poole,1067671,33061,PG/SG,458,5700,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33061.png,https://dkn.gs/sports/images/nba/players/160/33061.png,"","",5773515,GSW @ SAC,GSW,TRUE, @ ,SAC,2021-10-25T01:00:00.0000000Z,5773515,GSW @ SAC,GSW,TRUE, @ ,SAC,2021-10-25T01:00:00.0000000Z,219,24.5,24.5,-2,24th,24,High,9,GSW,1067671-5773515
