draft_group,draftableId,firstName,lastName,displayName,shortName,playerId,playerDkId,position,rosterSlotId,salary,status,isSwappable,isDisabled,newsStatus,playerImage50,playerImage160,altPlayerImage50,altPlayerImage160,competition.competitionId,competition.name,competition.nameDisplay.value,competition.nameDisplay.isEmphasized,competition.nameDisplay.value.1,competition.nameDisplay.value.2,competition.startTime,competitions.competitionId,competitions.name,competitions.nameDisplay.value,competitions.nameDisplay.isEmphasized,competitions.nameDisplay.value.1,competitions.nameDisplay.value.2,competitions.startTime,draftStatAttributes.id,draftStatAttributes.value,draftStatAttributes.sortValue,draftStatAttributes.id.1,draftStatAttributes.value.1,draftStatAttributes.sortValue.1,draftStatAttributes.quality,teamId,teamAbbreviation,playerGameHash
59559,20210686,Frank,Ntilikina,Frank Ntilikina,F. Ntilikina,1056995,33237,PG/SG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33237.png,https://dkn.gs/sports/images/nba/players/160/33237.png,"","",5777337,DAL @ PHX,DAL,TRUE, @ ,PHX,2021-11-18T03:00:00.0000000Z,5777337,DAL @ PHX,DAL,TRUE, @ ,PHX,2021-11-18T03:00:00.0000000Z,219,10.7,10.7,-2,27th,27,High,6,DAL,1056995-5777337
59559,20210690,Ty-Shon,Alexander,Ty-Shon Alexander,T. Alexander,1060385,528600,SG,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/528600.png,https://dkn.gs/sports/images/nba/players/160/528600.png,"","",5777337,DAL @ PHX,DAL,TRUE, @ ,PHX,2021-11-18T03:00:00.0000000Z,5777337,DAL @ PHX,DAL,TRUE, @ ,PHX,2021-11-18T03:00:00.0000000Z,-2,21st,21,219,-,"",Medium,21,PHX,1060385-5777337
59559,20210693,Deandre,Ayton,Deandre Ayton,D. Ayton,1061507,33312,C,462,6200,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33312.png,https://dkn.gs/sports/images/nba/players/160/33312.png,"","",5777337,DAL @ PHX,DAL,TRUE, @ ,PHX,2021-11-18T03:00:00.0000000Z,5777337,DAL @ PHX,DAL,TRUE, @ ,PHX,2021-11-18T03:00:00.0000000Z,219,34.9,34.9,-2,30th,30,High,21,PHX,1061507-5777337
59559,20210695,Ethan,Thompson,Ethan Thompson,E. Thompson,1061538,591821,PG/SG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/591821.png,https://dkn.gs/sports/images/nba/players/160/591821.png,"","",5777739,CHI @ POR,CHI,TRUE, @ ,POR,2021-11-18T03:00:00.0000000Z,5777739,CHI @ POR,CHI,TRUE, @ ,POR,2021-11-18T03:00:00.0000000Z,-2,13th,13,219,-,"",Medium,4,CHI,1061538-5777739
59559,20210699,Maxi,Kleber,Maxi Kleber,M. Kleber,1072048,33003,PF/C,461,3300,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33003.png,https://dkn.gs/sports/images/nba/players/160/33003.png,"","",5777337,DAL @ PHX,DAL,TRUE, @ ,PHX,2021-11-18T03:00:00.0000000Z,5777337,DAL @ PHX,DAL,TRUE, @ ,PHX,2021-11-18T03:00:00.0000000Z,219,18.8,18.8,-2,12th,12,Medium,6,DAL,1072048-5777337
59559,20210703,Troy,Brown Jr.,Troy Brown Jr.,T. Brown Jr.,1082704,32878,SF,460,3000,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/32878.png,https://dkn.gs/sports/images/nba/players/160/32878.png,"","",5777739,CHI @ POR,CHI,TRUE, @ ,POR,2021-11-18T03:00:00.0000000Z,5777739,CHI @ POR,CHI,TRUE, @ ,POR,2021-11-18T03:00:00.0000000Z,219,5.5,5.5,-2,25th,25,High,4,CHI,1082704-5777739
59559,20210706,Luka,Doncic,Luka Doncic,L. Doncic,1121277,33005,PG,458,11900,OUT,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33005.png,https://dkn.gs/sports/images/nba/players/160/33005.png,"","",5777337,DAL @ PHX,DAL,TRUE, @ ,PHX,2021-11-18T03:00:00.0000000Z,5777337,DAL @ PHX,DAL,TRUE, @ ,PHX,2021-11-18T03:00:00.0000000Z,219,51.3,51.3,-2,27th,27,High,6,DAL,1121277-5777337
59559,20210709,Anfernee,Simons,Anfernee Simons,A. Simons,1121307,33330,PG/SG,458,3300,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33330.png,https://dkn.gs/sports/images/nba/players/160/33330.png,"","",5777739,CHI @ POR,CHI,TRUE, @ ,POR,2021-11-18T03:00:00.0000000Z,5777739,CHI @ POR,CHI,TRUE, @ ,POR,2021-11-18T03:00:00.0000000Z,219,19.7,19.7,-2,6th,6,Low,22,POR,1121307-5777739
59559,20210713,Feron,Hunt,Feron Hunt,F. Hunt,1132598,591830,SF/PF,460,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/players/50/591830.png,https://dkn.gs/sports/images/nba/players/160/591830.png,"","",5777337,DAL @ PHX,DAL,TRUE, @ ,PHX,2021-11-18T03:00:00.0000000Z,5777337,DAL @ PHX,DAL,TRUE, @ ,PHX,2021-11-18T03:00:00.0000000Z,-2,9th,9,219,-,"",Medium,6,DAL,1132598-5777337
59559,20210717,Devon,Dotson,Devon Dotson,D. Dotson,1132829,527271,PG,458,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/527271.png,https://dkn.gs/sports/images/nba/players/160/527271.png,"","",5777739,CHI @ POR,CHI,TRUE, @ ,POR,2021-11-18T03:00:00.0000000Z,5777739,CHI @ POR,CHI,TRUE, @ ,POR,2021-11-18T03:00:00.0000000Z,-2,24th,24,219,-,"",High,4,CHI,1132829-5777739
