draft_group,draftableId,firstName,lastName,displayName,shortName,playerId,playerDkId,position,rosterSlotId,salary,status,isSwappable,isDisabled,newsStatus,playerImage50,playerImage160,altPlayerImage50,altPlayerImage160,competition.competitionId,competition.name,competition.nameDisplay.value,competition.nameDisplay.value.1,competition.nameDisplay.value.2,competition.nameDisplay.isEmphasized,competition.startTime,competitions.competitionId,competitions.name,competitions.nameDisplay.value,competitions.nameDisplay.value.1,competitions.nameDisplay.value.2,competitions.nameDisplay.isEmphasized,competitions.startTime,draftStatAttributes.id,draftStatAttributes.value,draftStatAttributes.sortValue,draftStatAttributes.id.1,draftStatAttributes.value.1,draftStatAttributes.sortValue.1,draftStatAttributes.quality,teamId,teamAbbreviation,playerGameHash
60325,20492527,Frank,Ntilikina,Frank Ntilikina,F. Ntilikina,1056995,33237,PG,458,3200,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33237.png,https://dkn.gs/sports/images/nba/players/160/33237.png,"","",5772345,BKN @ DAL,BKN, @ ,DAL,TRUE,2021-12-08T00:30:00.0000000Z,5772345,BKN @ DAL,BKN, @ ,DAL,TRUE,2021-12-08T00:30:00.0000000Z,219,11.6,11.6,-2,21st,21,Medium,6,DAL,1056995-5772345
60325,20492730,Aamir,Simms,Aamir Simms,A. Simms,1060906,591859,SF/PF,460,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/591859.png,https://dkn.gs/sports/images/nba/players/160/591859.png,"","",5777019,NYK @ SAS,NYK, @ ,SAS,TRUE,2021-12-08T01:30:00.0000000Z,5777019,NYK @ SAS,NYK, @ ,SAS,TRUE,2021-12-08T01:30:00.0000000Z,-2,11th,11,219,-,"",Medium,18,NYK,1060906-5777019
60325,20492499,Lonnie,Walker IV,Lonnie Walker IV,L. Walker IV,1060928,33365,SG/SF,459,3400,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33365.png,https://dkn.gs/sports/images/nba/players/160/33365.png,"","",5777019,NYK @ SAS,NYK, @ ,SAS,TRUE,2021-12-08T01:30:00.0000000Z,5777019,NYK @ SAS,NYK, @ ,SAS,TRUE,2021-12-08T01:30:00.0000000Z,219,19.9,19.9,-2,23rd,23,High,24,SAS,1060928-5777019
60325,20492659,Chaundee,Brown Jr.,Chaundee Brown Jr.,C. Brown Jr.,1060954,591153,SG,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/591153.png,https://dkn.gs/sports/images/nba/players/160/591153.png,"","",5773899,BOS @ LAL,BOS, @ ,LAL,TRUE,2021-12-08T03:00:00.0000000Z,5773899,BOS @ LAL,BOS, @ ,LAL,TRUE,2021-12-08T03:00:00.0000000Z,-2,16th,16,219,-,"",Medium,13,LAL,1060954-5773899
60325,20492679,Nicolas,Claxton,Nicolas Claxton,N. Claxton,1061682,32924,C,462,3000,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/32924.png,https://dkn.gs/sports/images/nba/players/160/32924.png,"","",5772345,BKN @ DAL,BKN, @ ,DAL,TRUE,2021-12-08T00:30:00.0000000Z,5772345,BKN @ DAL,BKN, @ ,DAL,TRUE,2021-12-08T00:30:00.0000000Z,219,12.8,12.8,-2,28th,28,High,17,BKN,1061682-5772345
60325,20492684,Brandon,Rachal,Brandon Rachal,B. Rachal,1061693,591887,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32902.png,https://dkn.gs/sports/images/nba/teams/160/32902.png,"","",5772345,BKN @ DAL,BKN, @ ,DAL,TRUE,2021-12-08T00:30:00.0000000Z,5772345,BKN @ DAL,BKN, @ ,DAL,TRUE,2021-12-08T00:30:00.0000000Z,-2,21st,21,219,-,"",Medium,17,BKN,1061693-5772345
60325,20492691,RaiQuan,Gray,RaiQuan Gray,R. Gray,1067652,591063,PF,461,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32902.png,https://dkn.gs/sports/images/nba/teams/160/32902.png,"","",5772345,BKN @ DAL,BKN, @ ,DAL,TRUE,2021-12-08T00:30:00.0000000Z,5772345,BKN @ DAL,BKN, @ ,DAL,TRUE,2021-12-08T00:30:00.0000000Z,-2,14th,14,219,-,"",Medium,17,BKN,1067652-5772345
60325,20492740,Kevin,Knox II,Kevin Knox II,K. Knox II,1067854,33241,PF,461,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33241.png,https://dkn.gs/sports/images/nba/players/160/33241.png,"","",5777019,NYK @ SAS,NYK, @ ,SAS,TRUE,2021-12-08T01:30:00.0000000Z,5777019,NYK @ SAS,NYK, @ ,SAS,TRUE,2021-12-08T01:30:00.0000000Z,219,1.9,1.9,-2,14th,14,Medium,18,NYK,1067854-5777019
60325,20492749,Jericho,Sims,Jericho Sims,J. Sims,1071933,591062,C,462,3000,Q,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/591062.png,https://dkn.gs/sports/images/nba/players/160/591062.png,"","",5777019,NYK @ SAS,NYK, @ ,SAS,TRUE,2021-12-08T01:30:00.0000000Z,5777019,NYK @ SAS,NYK, @ ,SAS,TRUE,2021-12-08T01:30:00.0000000Z,219,4.4,4.4,-2,13th,13,Medium,18,NYK,1071933-5777019
60325,20492446,Maxi,Kleber,Maxi Kleber,M. Kleber,1072048,33003,PF/C,461,4400,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/33003.png,https://dkn.gs/sports/images/nba/players/160/33003.png,"","",5772345,BKN @ DAL,BKN, @ ,DAL,TRUE,2021-12-08T00:30:00.0000000Z,5772345,BKN @ DAL,BKN, @ ,DAL,TRUE,2021-12-08T00:30:00.0000000Z,219,20.2,20.2,-2,12th,12,Medium,6,DAL,1072048-5772345
